Date,Bitcoin,Gold,NASDAQ,Treasury Yield 10Years,Silver,Crude Oil,BNP500
3/24/2013,0.001050244,0.56,0.081111431,0.379116466,0.459554832,0.814107729,0.14
3/25/2013,0.001082718,0.55,0.080415765,0.379116466,0.462812161,0.820926052,0.13
3/26/2013,0.001119507,0.54,0.081647884,0.376706827,0.458740499,0.830409719,0.14
3/27/2013,0.001233762,0.56,0.081937629,0.361981258,0.457111835,0.831897353,0.14
3/28/2013,0.001275652,0.54,0.082726532,0.362248996,0.449239957,0.835926362,0.14
3/29/2013,0.001302948,0.54,0.082726532,0.362248996,0.449239957,0.835926362,0.14
3/30/2013,0.001360171,0.54,0.082726532,0.362248996,0.449239957,0.835926362,0.14
3/31/2013,0.001368532,0.54,0.082726532,0.362248996,0.449239957,0.835926362,0.14
4/1/2013,0.00147279,0.55,0.080693307,0.359036145,0.438925081,0.834934606,0.14
4/2/2013,0.001563269,0.52,0.081818583,0.364658635,0.42019544,0.835678423,0.14
4/3/2013,0.001797809,0.50,0.079218071,0.351539491,0.407980456,0.818694601,0.14
4/4/2013,0.001941083,0.50,0.079675626,0.337349398,0.407437568,0.811318416,0.14
4/5/2013,0.002067628,0.52,0.078160941,0.319946452,0.419652552,0.80784727,0.13
4/6/2013,0.002103229,0.52,0.078160941,0.319946452,0.419652552,0.80784727,0.13
4/7/2013,0.002261998,0.52,0.078160941,0.319946452,0.419652552,0.80784727,0.13
4/8/2013,0.002700369,0.52,0.079479836,0.330120482,0.417480999,0.811938263,0.14
4/9/2013,0.002809843,0.54,0.080599369,0.334136546,0.437839305,0.817144982,0.14
4/10/2013,0.003376549,0.51,0.084858721,0.349665328,0.431596091,0.819872311,0.14
4/11/2013,0.002234518,0.51,0.085067415,0.345917001,0.432953312,0.812868034,0.15
4/12/2013,0.001739452,0.45,0.084693765,0.327175368,0.395765472,0.79910742,0.14
4/13/2013,0.001701191,0.45,0.084693765,0.327175368,0.395765472,0.79910742,0.14
4/14/2013,0.001379699,0.45,0.084693765,0.327175368,0.395765472,0.79910742,0.14
4/15/2013,0.001472074,0.31,0.079066737,0.322088353,0.315418024,0.783115354,0.13
4/16/2013,0.001008437,0.34,0.082519256,0.326639893,0.32247557,0.783177338,0.14
4/17/2013,0.001034597,0.33,0.07821902,0.322623829,0.313789359,0.770532449,0.13
4/18/2013,0.001536517,0.34,0.075471499,0.317536814,0.312160695,0.777040848,0.13
4/19/2013,0.001712621,0.34,0.078318718,0.322356091,0.304560261,0.778776421,0.14
4/20/2013,0.001819002,0.34,0.078318718,0.322356091,0.304560261,0.778776421,0.14
4/21/2013,0.001838485,0.34,0.078318718,0.322356091,0.304560261,0.778776421,0.14
4/22/2013,0.001826223,0.37,0.080290258,0.321017403,0.314332248,0.783425277,0.14
4/23/2013,0.001885571,0.36,0.082856347,0.321017403,0.300488599,0.786028637,0.14
4/24/2013,0.002201774,0.37,0.082879284,0.321017403,0.301031488,0.799975206,0.14
4/25/2013,0.00225874,0.41,0.084338044,0.324497992,0.336590662,0.813673836,0.14
4/26/2013,0.002062604,0.40,0.083568506,0.311646586,0.326275787,0.809706812,0.14
4/27/2013,0.002022422,0.40,0.083568506,0.311646586,0.326275787,0.809706812,0.14
4/28/2013,0.00189291,0.40,0.083568506,0.311646586,0.326275787,0.809706812,0.14
4/29/2013,0.002138382,0.42,0.085559412,0.312985274,0.336047774,0.819004525,0.15
4/30/2013,0.002056389,0.42,0.087120724,0.314859438,0.336590662,0.812558111,0.15
5/1/2013,0.001730638,0.40,0.084993543,0.305220884,0.314060803,0.797495816,0.14
5/2/2013,0.001556292,0.42,0.087969159,0.303078983,0.327090119,0.815843303,0.15
5/3/2013,0.001445882,0.41,0.090695161,0.335475234,0.332247557,0.825884832,0.15
5/4/2013,0.001664185,0.41,0.090695161,0.335475234,0.332247557,0.825884832,0.15
5/5/2013,0.001714653,0.41,0.090695161,0.335475234,0.332247557,0.825884832,0.15
5/6/2013,0.001661225,0.42,0.09172361,0.340562249,0.330618893,0.829293994,0.15
5/7/2013,0.001649385,0.40,0.091986094,0.3437751,0.326547231,0.825946817,0.15
5/8/2013,0.001679962,0.42,0.093179499,0.337617135,0.32980456,0.832145292,0.16
5/9/2013,0.001666701,0.42,0.092885446,0.351807229,0.329533116,0.830719643,0.15
5/10/2013,0.001733746,0.39,0.09485126,0.375100402,0.322747014,0.828550177,0.16
5/11/2013,0.001704782,0.39,0.09485126,0.375100402,0.322747014,0.828550177,0.16
5/12/2013,0.001701185,0.39,0.09485126,0.375100402,0.322747014,0.828550177,0.16
5/13/2013,0.00174529,0.38,0.095009755,0.381258367,0.32383279,0.823157503,0.16
5/14/2013,0.001649385,0.37,0.096718094,0.389022758,0.315418024,0.817206967,0.16
5/15/2013,0.001689641,0.35,0.097364278,0.386613119,0.29587405,0.81776483,0.16
5/16/2013,0.001756834,0.34,0.096906705,0.365729585,0.29587405,0.823095519,0.16
5/17/2013,0.001819809,0.31,0.099325768,0.388219545,0.287730727,0.828426207,0.17
5/18/2013,0.001826957,0.31,0.099325768,0.388219545,0.287730727,0.828426207,0.17
5/19/2013,0.001804638,0.31,0.099325768,0.388219545,0.287730727,0.828426207,0.17
5/20/2013,0.001804786,0.33,0.0991436,0.392503347,0.293973941,0.832703155,0.17
5/21/2013,0.001817811,0.33,0.099551691,0.386880857,0.290445168,0.829293994,0.17
5/22/2013,0.001832744,0.32,0.096767576,0.408835341,0.290988056,0.81764086,0.16
5/23/2013,0.001874347,0.34,0.096489299,0.408032129,0.291802389,0.817454906,0.16
5/24/2013,0.001970548,0.34,0.096469216,0.404819277,0.291530945,0.816835059,0.16
5/25/2013,0.001952492,0.34,0.096469216,0.404819277,0.291530945,0.816835059,0.16
5/26/2013,0.001974692,0.34,0.096469216,0.404819277,0.291530945,0.816835059,0.16
5/27/2013,0.001919414,0.34,0.096469216,0.404819277,0.291530945,0.816835059,0.16
5/28/2013,0.001908388,0.33,0.09860284,0.438018742,0.283387622,0.822165747,0.16
5/29/2013,0.001957228,0.34,0.097070225,0.435073628,0.290716612,0.810512614,0.16
5/30/2013,0.001905413,0.36,0.098775693,0.435073628,0.296688382,0.813487882,0.16
5/31/2013,0.001908388,0.34,0.096237566,0.445783133,0.284744843,0.803322383,0.16
6/1/2013,0.001912828,0.34,0.096237566,0.445783133,0.284744843,0.803322383,0.16
6/2/2013,0.001809108,0.34,0.096237566,0.445783133,0.284744843,0.803322383,0.16
6/3/2013,0.001808072,0.36,0.096916038,0.437751004,0.298045603,0.812496126,0.16
6/4/2013,0.001796202,0.35,0.095473772,0.438554217,0.289359392,0.811628339,0.16
6/5/2013,0.001799606,0.35,0.092333935,0.428647925,0.291259501,0.814293684,0.15
6/6/2013,0.001745586,0.36,0.093952626,0.421954485,0.297502714,0.820616128,0.15
6/7/2013,0.001649385,0.33,0.097192143,0.44497992,0.271444083,0.828488192,0.16
6/8/2013,0.001602024,0.33,0.097192143,0.44497992,0.271444083,0.828488192,0.16
6/9/2013,0.001479183,0.33,0.097192143,0.44497992,0.271444083,0.828488192,0.16
6/10/2013,0.001573164,0.34,0.097518466,0.459437751,0.276330076,0.826876588,0.16
6/11/2013,0.001610904,0.33,0.094877787,0.454082999,0.269001086,0.824459183,0.15
6/12/2013,0.001599804,0.34,0.092258627,0.463453815,0.273072747,0.827558421,0.15
6/13/2013,0.001538383,0.33,0.09548095,0.448460509,0.267100977,0.832579186,0.16
6/14/2013,0.00147887,0.34,0.093917484,0.435609103,0.277144408,0.839769417,0.15
6/15/2013,0.001479006,0.34,0.093917484,0.435609103,0.277144408,0.839769417,0.15
6/16/2013,0.001471931,0.34,0.093917484,0.435609103,0.277144408,0.839769417,0.15
6/17/2013,0.001504343,0.33,0.095966468,0.447657296,0.271986971,0.839273539,0.16
6/18/2013,0.001588704,0.32,0.098121612,0.45060241,0.269815418,0.843426517,0.16
6/19/2013,0.001601284,0.32,0.095326027,0.485140562,0.268186754,0.842186822,0.16
6/20/2013,0.001629404,0.23,0.089691821,0.514056225,0.219326819,0.824583153,0.14
6/21/2013,0.001619784,0.24,0.089161829,0.539491299,0.223127036,0.81398376,0.15
6/22/2013,0.001602024,0.24,0.089161829,0.539491299,0.223127036,0.81398376,0.15
6/23/2013,0.001591664,0.24,0.089161829,0.539491299,0.223127036,0.81398376,0.15
6/24/2013,0.001519691,0.23,0.086544823,0.548594378,0.210369164,0.823219488,0.14
6/25/2013,0.001537643,0.22,0.088490536,0.55957162,0.21145494,0.824087275,0.14
6/26/2013,0.001538383,0.18,0.090522326,0.546184739,0.185939197,0.825203,0.15
6/27/2013,0.00150045,0.16,0.092361197,0.531191432,0.184310532,0.834810637,0.15
6/28/2013,0.00139999,0.17,0.092460878,0.529852744,0.209283388,0.831773384,0.15
6/29/2013,0.001405093,0.17,0.092460878,0.529852744,0.209283388,0.831773384,0.15
6/30/2013,0.001429069,0.17,0.092460878,0.529852744,0.209283388,0.831773384,0.15
7/1/2013,0.001302321,0.20,0.094701362,0.533065596,0.212269273,0.840637203,0.15
7/2/2013,0.001333164,0.19,0.094623183,0.527443106,0.205211726,0.850616748,0.15
7/3/2013,0.001146623,0.20,0.095359733,0.53601071,0.215798046,0.860782248,0.15
7/4/2013,0.001190961,0.20,0.095359733,0.53601071,0.215798046,0.860782248,0.15
7/5/2013,0.001011956,0.16,0.097920797,0.59330656,0.189739414,0.873055228,0.16
7/6/2013,0.001039281,0.16,0.097920797,0.59330656,0.189739414,0.873055228,0.16
7/7/2013,0.001102682,0.16,0.097920797,0.59330656,0.189739414,0.873055228,0.16
7/8/2013,0.001131615,0.18,0.098311676,0.574564926,0.197882736,0.87255935,0.16
7/9/2013,0.00113425,0.19,0.099705161,0.570548862,0.200597177,0.874976756,0.16
7/10/2013,0.001283228,0.20,0.100888516,0.583935743,0.201140065,0.893510196,0.16
7/11/2013,0.001316085,0.23,0.105015199,0.555555556,0.222584148,0.883530651,0.17
7/12/2013,0.001384386,0.23,0.106577229,0.562784471,0.218241042,0.889977066,0.17
7/13/2013,0.001451564,0.23,0.106577229,0.562784471,0.218241042,0.889977066,0.17
7/14/2013,0.001400613,0.23,0.106577229,0.562784471,0.218241042,0.889977066,0.17
7/15/2013,0.001455505,0.23,0.107108657,0.550736278,0.219598263,0.892270501,0.17
7/16/2013,0.001441454,0.24,0.106463909,0.544310576,0.22204126,0.890286989,0.17
7/17/2013,0.001456982,0.23,0.107288671,0.533333333,0.208197611,0.893262257,0.17
7/18/2013,0.001339765,0.23,0.107380473,0.544846051,0.207383279,0.902931879,0.17
7/19/2013,0.001363297,0.24,0.105682902,0.533333333,0.209283388,0.902993864,0.17
7/20/2013,0.001322154,0.24,0.105682902,0.533333333,0.209283388,0.902993864,0.17
7/21/2013,0.001342389,0.24,0.105682902,0.533333333,0.209283388,0.902993864,0.17
7/22/2013,0.001355009,0.29,0.106599449,0.53253012,0.237785016,0.895927602,0.17
7/23/2013,0.001413448,0.28,0.105084764,0.540026774,0.230998914,0.897911114,0.17
7/24/2013,0.00139793,0.27,0.105108437,0.559303882,0.224484256,0.88650592,0.17
7/25/2013,0.001433302,0.28,0.106943701,0.564390897,0.228284473,0.887125767,0.17
7/26/2013,0.001420281,0.27,0.107515295,0.552074967,0.217969598,0.882228972,0.17
7/27/2013,0.001392098,0.27,0.107515295,0.552074967,0.217969598,0.882228972,0.17
7/28/2013,0.001475571,0.27,0.107515295,0.552074967,0.217969598,0.882228972,0.17
7/29/2013,0.001496943,0.28,0.106509801,0.558500669,0.220141151,0.8812992,0.17
7/30/2013,0.001597436,0.27,0.107752687,0.563319946,0.215255157,0.872187442,0.17
7/31/2013,0.001569316,0.26,0.108462711,0.56064257,0.213897937,0.884274468,0.17
8/1/2013,0.001538383,0.26,0.112003442,0.595448461,0.213897937,0.902002107,0.18
8/2/2013,0.001545798,0.26,0.11299675,0.563052209,0.221498371,0.896113556,0.18
8/3/2013,0.001538457,0.26,0.11299675,0.563052209,0.221498371,0.896113556,0.18
8/4/2013,0.001555315,0.26,0.11299675,0.563052209,0.221498371,0.896113556,0.18
8/5/2013,0.00157124,0.25,0.113237714,0.573226238,0.216340934,0.893758135,0.18
8/6/2013,0.001579084,0.23,0.111288411,0.573761714,0.211183496,0.885948057,0.17
8/7/2013,0.001579084,0.24,0.110445001,0.562516734,0.210640608,0.880183475,0.17
8/8/2013,0.001523583,0.26,0.111528675,0.559036145,0.229098806,0.874170954,0.17
8/9/2013,0.001520623,0.26,0.110882491,0.557161981,0.235070575,0.890101035,0.17
8/10/2013,0.001523583,0.26,0.110882491,0.557161981,0.235070575,0.890101035,0.17
8/11/2013,0.001553183,0.26,0.110882491,0.557161981,0.235070575,0.890101035,0.17
8/12/2013,0.001577397,0.28,0.111588189,0.563855422,0.260314875,0.890968822,0.17
8/13/2013,0.001612384,0.27,0.112627389,0.59330656,0.260586319,0.895431724,0.17
8/14/2013,0.001665102,0.28,0.111539426,0.592503347,0.272529859,0.895555693,0.17
8/15/2013,0.001627036,0.31,0.107010412,0.604016064,0.303745928,0.898530961,0.16
8/16/2013,0.001612295,0.32,0.106770866,0.623828648,0.314332248,0.899336763,0.16
8/17/2013,0.001678985,0.32,0.106770866,0.623828648,0.314332248,0.899336763,0.16
8/18/2013,0.001678985,0.32,0.106770866,0.623828648,0.314332248,0.899336763,0.16
8/19/2013,0.001760386,0.32,0.105789044,0.638554217,0.309989142,0.897105312,0.16
8/20/2013,0.00179302,0.32,0.107546147,0.619812584,0.307546145,0.88390256,0.16
8/21/2013,0.001824027,0.32,0.106556428,0.630789826,0.304560261,0.876960268,0.16
8/22/2013,0.001792206,0.32,0.109347705,0.643105756,0.306460369,0.884274468,0.16
8/23/2013,0.001753001,0.34,0.110716099,0.620883534,0.325461455,0.892890349,0.16
8/24/2013,0.001775852,0.34,0.110716099,0.620883534,0.325461455,0.892890349,0.16
8/25/2013,0.001806429,0.34,0.110716099,0.620883534,0.325461455,0.892890349,0.16
8/26/2013,0.001776015,0.34,0.110700323,0.617402945,0.333061889,0.889791111,0.16
8/27/2013,0.001871387,0.37,0.105030975,0.594912985,0.350434311,0.9089444,0.16
8/28/2013,0.001813963,0.37,0.106094566,0.61124498,0.343376764,0.915700738,0.16
8/29/2013,0.001810559,0.36,0.108027375,0.602945114,0.335233442,0.90764272,0.16
8/30/2013,0.001974841,0.35,0.105844987,0.602409639,0.318132465,0.900514473,0.16
8/31/2013,0.002002369,0.35,0.105844987,0.602409639,0.318132465,0.900514473,0.16
9/1/2013,0.002046621,0.35,0.105844987,0.602409639,0.318132465,0.900514473,0.16
9/2/2013,0.002009769,0.35,0.105844987,0.602409639,0.318132465,0.900514473,0.16
9/3/2013,0.002023385,0.36,0.107475864,0.628915663,0.34310532,0.906031116,0.16
9/4/2013,0.001874939,0.34,0.110088563,0.642034806,0.315689468,0.897911114,0.16
9/5/2013,0.001870351,0.32,0.1107871,0.66398929,0.311346363,0.904977376,0.16
9/6/2013,0.001762606,0.34,0.110875312,0.653012048,0.32844734,0.918366082,0.16
9/7/2013,0.001836607,0.34,0.110875312,0.653012048,0.32844734,0.918366082,0.16
9/8/2013,0.001799754,0.34,0.110875312,0.653012048,0.32844734,0.918366082,0.16
9/9/2013,0.001880415,0.34,0.114186548,0.642034806,0.32383279,0.912105622,0.17
9/10/2013,0.001862655,0.31,0.115824604,0.658634538,0.304831705,0.89890287,0.17
9/11/2013,0.002000889,0.31,0.115537012,0.648192771,0.308903366,0.899956611,0.17
9/12/2013,0.001969512,0.28,0.114888675,0.644712182,0.281216069,0.906403025,0.17
9/13/2013,0.001996893,0.26,0.115334044,0.642302544,0.269543974,0.90398562,0.17
9/14/2013,0.001911644,0.26,0.115334044,0.642302544,0.269543974,0.90398562,0.17
9/15/2013,0.001928664,0.26,0.115334044,0.642302544,0.269543974,0.90398562,0.17
9/16/2013,0.001948644,0.27,0.115023515,0.635876841,0.277415852,0.89394409,0.17
9/17/2013,0.001947756,0.26,0.117020863,0.630254351,0.271444083,0.886691874,0.18
9/18/2013,0.001944944,0.26,0.119741858,0.591432396,0.265200869,0.903117833,0.18
9/19/2013,0.001918008,0.32,0.120153521,0.602141901,0.312160695,0.892704395,0.18
9/20/2013,0.001879379,0.28,0.119102852,0.597858099,0.2752443,0.882105002,0.18
9/21/2013,0.001885151,0.28,0.119102852,0.597858099,0.2752443,0.882105002,0.18
9/22/2013,0.001910164,0.28,0.119102852,0.597858099,0.2752443,0.882105002,0.18
9/23/2013,0.001863247,0.28,0.118425834,0.593038822,0.273344191,0.875348664,0.17
9/24/2013,0.001882487,0.27,0.118638118,0.576706827,0.266015201,0.872497366,0.17
9/25/2013,0.001896844,0.28,0.118125338,0.56626506,0.274158523,0.869584082,0.17
9/26/2013,0.001899212,0.27,0.120013673,0.574029451,0.270901194,0.871877518,0.17
9/27/2013,0.001979132,0.29,0.119594849,0.567603748,0.272529859,0.870885762,0.17
9/28/2013,0.001993933,0.29,0.119594849,0.567603748,0.272529859,0.870885762,0.17
9/29/2013,0.002031821,0.29,0.119594849,0.567603748,0.272529859,0.870885762,0.17
9/30/2013,0.001967588,0.28,0.118869767,0.566532798,0.26927253,0.867538586,0.17
10/1/2013,0.001955452,0.24,0.122204676,0.574832664,0.254614549,0.865741028,0.17
10/2/2013,0.001688309,0.27,0.121992392,0.569477912,0.274429967,0.878509887,0.17
10/3/2013,0.001828911,0.27,0.11907489,0.564123159,0.271444083,0.873613091,0.17
10/4/2013,0.001908536,0.26,0.121470998,0.57643909,0.27062975,0.876898283,0.17
10/5/2013,0.001901728,0.26,0.121470998,0.57643909,0.27062975,0.876898283,0.17
10/6/2013,0.001908388,0.26,0.121470998,0.57643909,0.27062975,0.876898283,0.17
10/7/2013,0.001877899,0.27,0.11879087,0.571619813,0.287730727,0.871877518,0.17
10/8/2013,0.001863987,0.27,0.113372554,0.572155288,0.289359392,0.874728817,0.16
10/9/2013,0.0019334,0.26,0.112149751,0.575903614,0.274429967,0.863075683,0.16
10/10/2013,0.00193192,0.25,0.11810023,0.585274431,0.274429967,0.871753549,0.17
10/11/2013,0.001936508,0.22,0.120332117,0.584471218,0.25732899,0.865617058,0.17
10/12/2013,0.002000001,0.22,0.120332117,0.584471218,0.25732899,0.865617058,0.17
10/13/2013,0.002043513,0.22,0.120332117,0.584471218,0.25732899,0.865617058,0.17
10/14/2013,0.002078886,0.23,0.12201104,0.586880857,0.259771987,0.868034464,0.18
10/15/2013,0.002148743,0.22,0.120485587,0.594645248,0.255428882,0.860596293,0.17
10/16/2013,0.00210893,0.23,0.123743034,0.581526104,0.260043431,0.867290647,0.18
10/17/2013,0.002163691,0.27,0.125444194,0.559036145,0.275787188,0.857249117,0.18
10/18/2013,0.0023074,0.26,0.129111168,0.55957162,0.274972856,0.858116903,0.19
10/19/2013,0.002551011,0.26,0.129111168,0.55957162,0.274972856,0.858116903,0.19
10/20/2013,0.002583424,0.26,0.129111168,0.55957162,0.274972856,0.858116903,0.19
10/21/2013,0.002695905,0.26,0.129524985,0.564926372,0.284744843,0.848261328,0.19
10/22/2013,0.002866847,0.29,0.130207746,0.538955823,0.298859935,0.839459493,0.19
10/23/2013,0.003160778,0.28,0.12859408,0.531726908,0.294245385,0.833632926,0.19
10/24/2013,0.002933004,0.30,0.13016399,0.541633199,0.299945711,0.835182545,0.19
10/25/2013,0.00276221,0.30,0.131196746,0.536546185,0.294788274,0.839769417,0.19
10/26/2013,0.002623532,0.30,0.131196746,0.536546185,0.294788274,0.839769417,0.19
10/27/2013,0.002906511,0.30,0.131196746,0.536546185,0.294788274,0.839769417,0.19
10/28/2013,0.00293774,0.30,0.13096508,0.538955823,0.292073833,0.844914151,0.19
10/29/2013,0.003024173,0.29,0.131840777,0.537617135,0.290716612,0.841938883,0.19
10/30/2013,0.002958756,0.30,0.130283054,0.542971888,0.304288817,0.833075064,0.19
10/31/2013,0.003018401,0.27,0.129500594,0.546987952,0.273887079,0.830657658,0.19
11/1/2013,0.003050665,0.26,0.129667704,0.567871486,0.273072747,0.819686357,0.19
11/2/2013,0.003051257,0.26,0.129667704,0.567871486,0.273072747,0.819686357,0.19
11/3/2013,0.003181943,0.26,0.129667704,0.567871486,0.273072747,0.819686357,0.19
11/4/2013,0.003389885,0.26,0.130711211,0.563052209,0.269815418,0.819748342,0.19
11/5/2013,0.00362876,0.26,0.130945732,0.579116466,0.267915309,0.812000248,0.19
11/6/2013,0.003884211,0.27,0.130378427,0.573226238,0.271715527,0.820864067,0.19
11/7/2013,0.004386085,0.26,0.125026805,0.565997323,0.268729642,0.817144982,0.19
11/8/2013,0.005003252,0.23,0.129466171,0.601606426,0.259771987,0.819624372,0.19
11/9/2013,0.005018052,0.23,0.129466171,0.601606426,0.259771987,0.819624372,0.19
11/10/2013,0.004833198,0.23,0.129466171,0.601606426,0.259771987,0.819624372,0.19
11/11/2013,0.005067337,0.23,0.129506337,0.602945114,0.258686211,0.822971549,0.19
11/12/2013,0.005332112,0.22,0.129515652,0.607496653,0.245114007,0.809954751,0.19
11/13/2013,0.006028312,0.22,0.132790329,0.595983936,0.235884908,0.81516147,0.20
11/14/2013,0.006218198,0.24,0.133303827,0.589825971,0.243485342,0.814417653,0.20
11/15/2013,0.006184898,0.24,0.13425266,0.591700134,0.243756786,0.814913531,0.20
11/16/2013,0.006514498,0.24,0.13425266,0.591700134,0.243756786,0.814913531,0.20
11/17/2013,0.007282479,0.24,0.13425266,0.591700134,0.243756786,0.814913531,0.20
11/18/2013,0.010411976,0.22,0.131606256,0.583400268,0.233713355,0.809892766,0.20
11/19/2013,0.008651495,0.22,0.130349747,0.592503347,0.233170467,0.811814294,0.20
11/20/2013,0.008743552,0.21,0.129612479,0.613922356,0.225570033,0.811752309,0.20
11/21/2013,0.010691255,0.19,0.133047069,0.611780455,0.222312704,0.824831092,0.20
11/22/2013,0.011416611,0.19,0.134660016,0.603212851,0.220412595,0.821112006,0.20
11/23/2013,0.01180704,0.19,0.134660016,0.603212851,0.220412595,0.821112006,0.20
11/24/2013,0.0114582,0.19,0.134660016,0.603212851,0.220412595,0.821112006,0.20
11/25/2013,0.011826132,0.19,0.134869446,0.600267738,0.220955483,0.81646315,0.20
11/26/2013,0.013735206,0.19,0.136531875,0.588219545,0.220141151,0.813921775,0.20
11/27/2013,0.014828348,0.19,0.138468274,0.59892905,0.214169381,0.80536788,0.20
11/28/2013,0.015272204,0.19,0.138468274,0.59892905,0.214169381,0.80536788,0.20
11/29/2013,0.016752518,0.20,0.139554084,0.600267738,0.223669924,0.807971239,0.20
11/30/2013,0.016714926,0.20,0.139554084,0.600267738,0.223669924,0.807971239,0.20
12/1/2013,0.014145911,0.20,0.139554084,0.600267738,0.223669924,0.807971239,0.20
12/2/2013,0.01544063,0.17,0.138504851,0.616331995,0.203311618,0.814789562,0.20
12/3/2013,0.015957897,0.17,0.137926796,0.609370817,0.197339848,0.828550177,0.20
12/4/2013,0.017036682,0.20,0.137984174,0.627041499,0.217969598,0.835740408,0.20
12/5/2013,0.015466975,0.18,0.137637769,0.632663989,0.210912052,0.836856133,0.20
12/6/2013,0.01227517,0.18,0.139742713,0.638286479,0.209826276,0.838529722,0.20
12/7/2013,0.01033309,0.18,0.139742713,0.638286479,0.209826276,0.838529722,0.20
12/8/2013,0.01177818,0.18,0.139742713,0.638286479,0.209826276,0.838529722,0.20
12/9/2013,0.013218533,0.18,0.140189517,0.631325301,0.214440825,0.836608194,0.20
12/10/2013,0.014629285,0.21,0.139597122,0.615261044,0.231270358,0.84386041,0.20
12/11/2013,0.013000822,0.21,0.135532124,0.627844712,0.232356135,0.837228042,0.20
12/12/2013,0.012923565,0.18,0.135144116,0.636680054,0.207926167,0.83759995,0.19
12/13/2013,0.013209505,0.18,0.135329155,0.634270415,0.212269273,0.832021323,0.19
12/14/2013,0.012913797,0.18,0.135329155,0.634270415,0.212269273,0.832021323,0.19
12/15/2013,0.012965894,0.18,0.135329155,0.634270415,0.212269273,0.832021323,0.19
12/16/2013,0.010447644,0.19,0.137376003,0.636680054,0.225570033,0.837475981,0.20
12/17/2013,0.01009466,0.18,0.136957161,0.627576975,0.218512486,0.835864377,0.20
12/18/2013,0.007735216,0.19,0.140283473,0.638821954,0.224484256,0.839459493,0.20
12/19/2013,0.010240294,0.14,0.139428577,0.649531459,0.200868621,0.845472014,0.20
12/20/2013,0.00925401,0.15,0.142770681,0.63935743,0.208469055,0.848881175,0.21
12/21/2013,0.008963038,0.15,0.142770681,0.63935743,0.208469055,0.848881175,0.21
12/22/2013,0.009133536,0.15,0.142770681,0.63935743,0.208469055,0.848881175,0.21
12/23/2013,0.00996575,0.15,0.145937745,0.65060241,0.207383279,0.8463398,0.21
12/24/2013,0.009849865,0.15,0.146405351,0.665060241,0.209283388,0.848261328,0.21
12/25/2013,0.010095992,0.15,0.146405351,0.665060241,0.209283388,0.848261328,0.21
12/26/2013,0.011276601,0.16,0.147248778,0.666934404,0.221226927,0.850306825,0.21
12/27/2013,0.010878329,0.17,0.146489256,0.671218206,0.224484256,0.85507965,0.21
12/28/2013,0.010771176,0.17,0.146489256,0.671218206,0.224484256,0.85507965,0.21
12/29/2013,0.011026035,0.17,0.146489256,0.671218206,0.224484256,0.85507965,0.21
12/30/2013,0.011190021,0.15,0.146317874,0.663186078,0.212812161,0.848695221,0.21
12/31/2013,0.011158645,0.15,0.147923625,0.676572959,0.206297503,0.843302548,0.21
1/1/2014,0.01141602,0.15,0.147923625,0.676572959,0.206297503,0.843302548,0.21
1/2/2014,0.011874677,0.17,0.145519621,0.665595716,0.226927253,0.824831092,0.21
1/3/2014,0.012116363,0.19,0.144719267,0.668273092,0.229098806,0.815657348,0.21
1/4/2014,0.012720063,0.19,0.144719267,0.668273092,0.229098806,0.815657348,0.21
1/5/2014,0.013815572,0.19,0.144719267,0.668273092,0.229098806,0.815657348,0.21
1/6/2014,0.014108023,0.19,0.14341184,0.659170013,0.226384365,0.812372156,0.21
1/7/2014,0.011868905,0.18,0.14624472,0.652744311,0.217969598,0.81385979,0.21
1/8/2014,0.012471567,0.17,0.147136158,0.667737617,0.211183496,0.805553834,0.21
1/9/2014,0.01253284,0.18,0.146460576,0.659705489,0.214983713,0.801400855,0.21
1/10/2014,0.01285282,0.20,0.147785931,0.632128514,0.229641694,0.807971239,0.21
1/11/2014,0.013525784,0.20,0.147785931,0.632128514,0.229641694,0.807971239,0.21
1/12/2014,0.012774971,0.20,0.147785931,0.632128514,0.229641694,0.807971239,0.21
1/13/2014,0.012449072,0.20,0.143384561,0.623293173,0.233984799,0.802268642,0.21
1/14/2014,0.012331706,0.19,0.148384788,0.634538153,0.230998914,0.807165437,0.21
1/15/2014,0.012740635,0.19,0.150669728,0.638554217,0.226927253,0.816959028,0.21
1/16/2014,0.012366635,0.19,0.15094298,0.627576975,0.225027144,0.815657348,0.21
1/17/2014,0.012055979,0.20,0.149429013,0.623293173,0.231541802,0.818198723,0.21
1/18/2014,0.012431311,0.20,0.149429013,0.623293173,0.231541802,0.818198723,0.21
1/19/2014,0.012889525,0.20,0.149429013,0.623293173,0.231541802,0.818198723,0.21
1/20/2014,0.012878277,0.20,0.149429013,0.623293173,0.231541802,0.818198723,0.21
1/21/2014,0.012785183,0.19,0.151450017,0.622757697,0.219869707,0.822041778,0.21
1/22/2014,0.012514045,0.19,0.15268646,0.632128514,0.219055375,0.832827125,0.21
1/23/2014,0.0121655,0.21,0.150956602,0.608835341,0.223941368,0.836484225,0.21
1/24/2014,0.01179594,0.21,0.144451023,0.598661312,0.217155266,0.832269262,0.20
1/25/2014,0.012632741,0.21,0.144451023,0.598661312,0.217155266,0.832269262,0.20
1/26/2014,0.013101464,0.21,0.144451023,0.598661312,0.217155266,0.832269262,0.20
1/27/2014,0.011415872,0.21,0.141255261,0.606961178,0.217969598,0.826566665,0.20
